Texte Jupyter;Auteur;nb_RT;Details_etude;Défiant_Confiant;Mention_Pouvoir;Mention_acteurs_pharma;Mention_Personnalite_politique;Mention_Conflit_interet;Mention_fonctionnement_recherche;Discours_complotiste
RT @GWGoldnadel: Mr Olivier Veran  aura été en retard  sur tout : frontières , tests , masques, traçages  . Sur tout , sauf sur son extrême diligence, le lendemain du rapport bidon,  à proscrire de prescrire la chloroquine . L’escargot devenu lièvre a tout faux .;GWGoldnadel;116;0;D;1;0;0;0;0;0
RT @biobiobiobior: ?? URGENT, 2 Juin : The Lancet fait machine arrière sur l étude US et demande des explications à ses auteurs. #chloroquine #Macron #hydroxychroloquine #Véran #Breaking #lancetFraud #LancetGate #Raoult https://twitter.com/thelancet/status/1267901995848957953;biobiobiobior;354;0;D;1;0;0;0;0;0
RT @medicalfollower: Enfin la presse ???? commence a se réveiller...;medicalfollower;349;0;D;0;0;0;0;0;0
RT @ExcocetB: Vous en parlé @BFMTV ? Non hein... ?????? URGENT 30 Mai : L’un des co-auteurs de l’Etude The Lancet est nommé dans trois poursuites pour faute professionnelle médicale déposées au second semestre de 2019 (The Scientist);ExcocetB;348;0;D;0;0;0;0;0;0
RT @DIVIZIO1: Question à propos de la chloroquine ( pas eu le tps de suivre dans le détail) je comprends pas où est le problème : le lancet dit ça marche pas sur les formes graves et c'est toxique. Oui mais ça on le savait déjà. D fait la question était quid dans les formes légères. Non ?;DIVIZIO1;347;1;N;0;0;0;0;0;0
RT @PuissantsMisera: Retour sur l'étude Lancet, qui, comme plusieurs études rétrospectives récentes, prétends démontrer que les patients traités CQ/HCQ (+ ou sans AZM)ont autant voir plus de mortalité que les patients non traités   Je vais tacher ici de montrer en quoi ces études sont trompeuses??;PuissantsMisera;344;1;D;0;0;0;0;0;0
"RT @dragonduclos: Au sommet de sa ""bravitude"", alors que la chloroquine est remise en cause par la parution d'une étude ""The Lancet"", Ségolène Royale efface tous ses tweets soutenant l'utilisation de la chloroquine ou soutenant le professeur Didier Raoult !  https://www.gala.fr/l_actu/news_de_stars/segolene-royal-supprime-tous-ses-tweets-lies-a-la-chloroquine-desormais-sur-la-sellette_448825";dragonduclos;342;0;N;0;0;1;0;1;0
RT @OlivierHertel: On pourrait penser que c'est un naufrage. Mais finalement ça montre qu'en science une escroquerie ne résiste pas longtemps à l'examen par les pairs. On aurait juste préféré que le boulot ait été fait avant la publication !;OlivierHertel;137;0;D;0;0;0;0;0;0
RT @dperetti: La Directrice des Ventes de SurgiSphere / QuartzClinical (société dont l'auteur de l'étude du Lancet est le dirigeant, et qui a prétendument permis de collecter les données des 100,000 patients)... ... est en réalité un mannequin qui travaille dans l'événementiel. #LancetGate https://twitter.com/dperetti/status/1266530707914067970;dperetti;93;0;D;0;0;0;0;0;0
"RT @ComyaGroup: Après une ""Due Diligence"" complète, nous confirmons que l'entreprise Surgisphere, est dans notre jargon ce qu'on appelle une ""porteuse"" (société écran), en lien étroit avec un grand laboratoire. Le but est de créer une chambre d'échos en anonymisant l'émetteur.  #ShelfCompany";ComyaGroup;136;0;D;0;1;0;0;1;0
RT @BeaulieuBap: Raoult se défend en arguant que l’étude de Lancet est nulle car le fait de chercheurs déconnectés du terrain. Nous, Docs sur le terrain, on confirme que son traitement c de la merde (et dangereuse). Ce type est toxique, poseur, et a blessé la science comme personne. Opportuniste.;BeaulieuBap;338;0;C;0;0;0;0;0;0
RT @CNEWS: Etude du Lancet sur la chloroquine : «Il faut que la vérité soit faite», déclare Philippe Douste-Blazy, ancien ministre de la Santé. #Punchline https://twitter.com/CNEWS/status/1266055034376241153/video/1;CNEWS;338;0;D;0;0;1;0;0;0
RT @AiphanMarcel: On dirait que l’étude du #Lancet est une démonstration par l’exemple du mal qui ronge la médecine depuis que c’est un marché comme les autres mais #Veran s’est empressé d’interdire la chloroquine sur cette seule base Ça commence à se voir... #LancetGate https://twitter.com/dperetti/status/1266380137479786498/video/1;AiphanMarcel;338;0;D;1;0;0;0;0;0
RT @valerieboyer13: Oui @ChabriereEric Pourquoi? Comment? une revue aussi prestigieuse que @TheLancet à t’elle pu publier une étude comportant autant de biais contre l’#hydroxychroloquine pourtant prescrite à des millards d’êtres humains depuis 70ans Qui pense à l’angoisse des malades ? https://twitter.com/chabriereeric/status/1266462669982388226;valerieboyer13;337;0;D;0;0;0;0;0;0
RT @GilbertCollard: Guerre picrocholine de l’#hydroxychloroquine : avec #The Lancet, on est tous de la revue. Ecoutez #Douste-Blazy ! @BFMTV #Raoult https://twitter.com/GilbertCollard/status/1264511427802533888/video/1;GilbertCollard;336;0;D;0;0;1;0;0;0
"RT @dperetti: ??Les soupçons de fabrication de données qui pesaient sur Lancet se confirment.  ??Les données concernant l'Australie ne correspondent en rien. ?? Le Lancet a demandé une clarification à ses auteurs. ?? Dr Cheng: ""Jamais entendu parler de Sugisphere"".  https://amp-theguardian-com.cdn.ampproject.org/c/s/amp.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19";dperetti;335;1;D;0;0;0;0;0;0
RT @biobiobiobior: ?? France 28 Mai : Étude The Lancet « Je suis étonné que des patients cardiaques aient été traités dans cette étude » (Pr Megarbane LCI) - Mr Véran , Démission ? #chloroquine #Veran #Hydroxycloroquine #France #CoronavirusFrance #coronavirus #Scandale https://twitter.com/boutaour/status/1266202034023399424/video/1;biobiobiobior;335;1;D;1;0;0;0;0;0
"RT @andrebercoff: Ca continue encore et encore sur @SudRadio, de midi à 14h. Aujourd’hui : #Lancet, chronique d’un naufrage annoncé, et de la hâte incompréhensible de certaines décisions. Que penser du #SegurDeLaSante? avec @drkronbernard ; et je reçois le toujours éloquent député Jean Lassalle.";andrebercoff;335;0;D;1;0;1;0;0;0
RT @valerieboyer13: ??Aujourd'hui je me pose deux questions:  ??Pourquoi Olivier Véran a immédiatement retiré l'#hydroxychloroquine dès la parution de l'étude du Lancet? Pourquoi ces tergiversations de l'#OMS? ??Pourquoi nous n'avons toujours pas de réponses précises sur ce traitement? #LCP https://twitter.com/valerieboyer13/status/1268613785532731392/video/1;valerieboyer13;334;0;D;1;0;0;0;0;0
RT @__Verlaine__: Olivier Véran a écrit à The Lancet au sujet de l'étude controversée sur l'#Hydroxychloroquine...  Non mais c'est pas sérieux, le type est médecin, il a une réaction à chaud, fait interdire un traitement et aujourd'hui il ose écrire au Lancet pour savoir ?  https://www.google.com/amp/s/www.lexpress.fr/actualite/societe/sante/hydroxychloroquine-olivier-veran-a-ecrit-a-the-lancet-au-sujet-de-l-etude-controversee_2127377.amp.html;__Verlaine__;332;0;D;1;0;0;0;0;0
RT @francoisedegois: Quand  #TheLancet dément ...#TheLancet : une affaire lourde de conséquences a lire sur ?@NosLendemains? #DidierRaoult -#OlivierVeran #Hydroxychloroquine #LancetGate  http://noslendemains.fr/quand-the-lancet-dement-the-lancet-une-affaire-lourde-de-consequences/;francoisedegois;331;0;D;1;0;0;1;0;1
RT @VictorSinclair3: Ce serait bien s'il y avait un @raoult_didier en climatologie pour démonter les études bidons du #Giec, puisque grâce à The Lancet, nous avons désormais la preuve que certains ne reculent devant rien pour faire réaliser des études leur servant à faire avancer leur intérêts...;VictorSinclair3;329;0;D;0;0;0;0;0;0
RT @biobiobiobior: ??Australie, 27 Mai : Les doutes se confirment sur l’Etude The Lancet. Les données ne correspondent pas (The Guardian) #chloroquine #HydroxyChloroquine #Véran #coronavirus https://www.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19;biobiobiobior;328;1;D;0;0;0;0;0;0
RT @DominiqueLUNEL: ??Veran est discrédité 3 auteurs de l étude du Lancet se rétracte ! ça tourne a la farce cette histoire et ce gouvernement est totalement ridiculisé ....;DominiqueLUNEL;326;0;D;1;0;0;0;0;0
RT @UPR_Asselineau: ?? TOLLÉ MONDIAL DU MONDE SCIENTIFIQUE CONTRE L’ÉTUDE PUBLIÉE PAR “THE LANCET” CONTRE L’HYDROXYCHLOROQUINE  #COVID__19  ?Gageons que vous allez découvrir des choses si vous lisez notre dossier exhaustif et exclusif ! https://www.upr.fr/actualite/tolle-mondial-du-monde-scientifique-contre-letude-publiee-par-the-lancet-contre-lhydroxychloroquine/ https://twitter.com/UPR_Asselineau/status/1266423769394020352/photo/1;UPR_Asselineau;325;0;D;0;0;1;1;0;0
RT @ArianeWalter: Un escroc peut-il être ministre de la santé ???;ArianeWalter;324;0;D;1;0;0;1;1;0
RT @momotchiii: Pratiquement toute l'afrique continue à utiliser l'#hydroxychloroquine. Parce qu'ils ont des RESULTATS en appliquant le protocole #raoult TÔT. Ils ont le courage d'ignorer les recommandations d'un OMS sclérosé par l'influence #BigPharma #Lancet #Covid19 https://www.jeuneafrique.com/990170/societe/lhydroxychloroquine-toujours-plebiscitee-en-afrique-malgre-les-controverses/;momotchiii;322;1;D;0;0;0;0;0;0
RT @DubreuilhMarcel: Retournement total concernant l'étude Lancet, le Dr Mandeep Mehra (l'homme de l'étude) fait marche arrière après des dysfonctionnements et demande à la société qui a fourni les données pour l'étude, des réponses de toute urgence. Encore une fois les médias nous ont menti !;DubreuilhMarcel;122;1;D;0;0;0;0;0;0
RT @MacLesggy: Qu’une étude publiée soit soumise à l’analyse des pairs, qu’elle soit critiquée et éventuellement rétractée démontre au contraire la robustesse de la démarche scientifique. Ce qu’ont du mal à comprendre nombre de journalistes. @Polony_tv;MacLesggy;64;0;D;0;0;0;0;0;0
"RT @DubreuilhMarcel: Pour information, Bill Gates finance l’hôpital Brigham and Women's à Boston, d’où est sortie la fameuse étude du docteur Mandeep R. Mehra ""The Lancet"".   Bill & Melinda Gates Foundation : https://www.gatesfoundation.org/How-We-Work/Quick-Links/Grants-Database/Grants/2017/02/OPP1156514 https://twitter.com/DubreuilhMarcel/status/1269259815299297280/photo/1";DubreuilhMarcel;319;0;D;0;1;0;0;0;0
RT @biobiobiobior: ?? Monde, 5 Juin : « C’est une manipulation - C’est une entreprise de démolition des médicaments qui sont censés fonctionner - Au profit de qui ? Les enquêtes le diront  » (P.Douste-Blazy BFM)#chloroquine #Hydroxychloroquine #Véran #France #LancetGate https://twitter.com/BFMTV/status/1268781857560199170/video/1;biobiobiobior;316;0;D;0;0;1;1;0;1
RT @biobiobiobior: ??URGENT : Étude The Lancet  Les patients etaient ils DÉJÀ cardiaques ?? (Pr Megarbane LCI) #chloroquine #Hydroxychloroquine #Véran #Macron #Urgent #coronavirus #COVID19france #Covid_19 @YvesPDB @idrissaberkane https://twitter.com/boutaour/status/1265007417886212096/video/1;biobiobiobior;315;1;D;0;0;0;0;0;0
RT @sonjoachim: L’article de @TheLancet sur l’hydroxychloroquine est un faux grossier. L’article doit être retracté par ses auteurs et une enquête internationale doit être diligentée d’urgence sur la fabrication des données publiées et sur les intentions cachées potentielles existantes.;sonjoachim;315;0;D;0;0;1;0;0;0
RT @medicalfollower: ????Recovery - Des surmortalités plus élevées qu en réanimations, Un bras HQC surdosé à 4 fois la posologie, arreté avant les autres antiretroviraux et un empressement à communiquer avant publication... Après le Lancet , a quoi jouent les scientifiques anglais !?;medicalfollower;315;1;D;0;0;0;0;0;0
RT @Olivier_Monteil: Le ministre de la santé Olivier Véran étale avec mépris sa haine des défenseurs du Pr Raoult. Lui, qui a interdit en France la chloroquine en 2 jours en se fondant sur une Fake-News du Lancet, ne manque vraiment pas d'air! Oui il sera jugé. Et il paiera. https://fr.news.yahoo.com/sacr%C3%A9-cluster-dirresponsables-coup-gueule-140533123.html?soc_src=social-sh&soc_trk=tw;Olivier_Monteil;312;0;D;1;0;0;0;0;0
RT @LorentzMathias: #Veran est au bord du gouffre??  3 des 4 auteurs de l'étude publiée dans #TheLancet sur l’utilisation de l'#Hydroxychloroquine contre le #Covid_19 ont retiré leur signature en raison de doutes sur les données utilisées??  #PlusJamaisCa #PlusJamaisLREM? https://www.francetvinfo.fr/sante/maladie/coronavirus/hydroxychloroquine-trois-des-auteurs-de-l-etude-de-the-lancet-se-retractent-et-demandent-le-retrait-de-l-article_3995453.html;LorentzMathias;309;0;D;1;0;0;1;1;0
RT @AldoSterone111: The Lancet est à la science ce que Voici est à l’actu. En tout cas, merci d’avoir montré l’état de corruption de la science !;AldoSterone111;308;0;D;0;0;0;0;0;0
RT @YanisJGR: Sans parler de l'Australie, où il y a plus de morts inclus dans l'étude que dans l'ensemble des hôpitaux australiens à cette même date.;YanisJGR;303;1;D;0;0;0;0;0;0
RT @DailyCaller: Medical Journal Retracts Study Claiming Hydroxychloroquine Is Dangerous https://dailycaller.com/2020/06/04/medical-journal-lancet-retracts-study-hydroxychloroquine/;DailyCaller;302;0;D;0;0;0;0;0;0
RT @Valeurs: ?? Du scandale du Lancet à l'affaire Traoré, les ministres du président Macron multiplient les prises de position invraisemblables, à rebours des intérêts du pays qu'ils prétendent défendre. ?? https://www.valeursactuelles.com/clubvaleurs/politique/quand-le-gouvernement-joue-contre-la-france-120271;Valeurs;301;0;D;1;0;0;0;0;1
"RT @Mahon69072212: @olivierveran @LDPhilippe @TheLancet @hcsp_fr Les médecins malades à la Pitié Salpêtrière ont utilisé le traitement Raoult ! Agnès Buzyn a traité ses amis avec. Brigitte Macron envoie ses amis se faire guérir par Raoult . ""EUX""   ils n'hésitent pas. Curieux, hein ? #Hydroxychlor @APHP https://twitter.com/lepetitmarseil8/status/1260613746738724865/video/1";Mahon69072212;300;0;D;1;0;0;0;0;0
RT @PBlanrue: #lancetgate L'auteur principal de l'étude-arnaque du Lancet, Mehra, prétend avoir eu accès aux pathologies associées des patients. C'est-à-dire à leur dossier médical complet. De plus de 90 000 personnes ? Sans qu'elles le sachent et donnent leur accord ?;PBlanrue;298;1;D;0;0;0;1;0;0
RT @flaviogordon: The Lancetgate. https://twitter.com/TheLancet/status/1267901995848957953;flaviogordon;298;0;N;0;0;0;0;0;0
RT @Ecolophobe: Le Lancet appuie l'enfumage sur la chloroquine car ses laboratoires, Glaxo et Cie, avancent sur des vaccins et antiviraux anti covid-19, annoncés pour l'automne. Il faut donc casser le protocole Raoult qui ne rapporte rien et dire que nos 28000 morts en sont un peu le bilan ? ??;Ecolophobe;296;0;D;0;1;0;1;0;0
RT @LoudL: Coucou Veran, tu savais que tous les auteurs de l'étude du Lancet  sur laquelle tu t'es précipité pour  demander que l'hypochloroquine soit proscrite, sont  en conflit d’intérêt?;LoudL;295;0;D;1;0;0;0;0;0
RT @dperetti: Je le dis maintenant avec certitude : @surgisphere est une imposture. L'étude du Lancet vit ses dernières heures. Quelques jours peut-être, le temps que les informations dont nous disposons désormais fassent leur chemin dans les médias traditionnels. #LancetGet https://twitter.com/richardursomd/status/1266786263429984256;dperetti;294;0;D;0;0;0;0;0;0
RT @ArtLeroux: Le Lancet retire l'étude sur l'#hydroxychloroquine suite à la controverse, c'est HISTORIQUE ! Bravo aux citoyens et scientifiques qui ont démontré la supercherie ! @sonjoachim @MartineWonner @idrissaberkane @dr_l_alexandre @olivierveran @EmmanuelMacron @xazalbert @CorinneReverbel https://twitter.com/TheLancet/status/1268613313702891523;ArtLeroux;68;0;D;1;0;1;0;0;0
RT @YvesPDB: Hydroxychloroquine : The Lancet dans de sales draps… - Anthropo-logiques http://jdmichel.blog.tdg.ch/archive/2020/05/24/hydroxychloroquine-the-lancet-dans-de-sales-draps-306637.html;YvesPDB;292;0;D;0;0;0;0;0;0
RT @rene_chiche: C'est fascinant : une compilation de 96000 dossiers médicaux donne lieu à quelques conjectures extrapolées et, sous prétexte que c'est publié dans The Lancet, il faut se mettre à genoux et ne pas discuter ! La science du demi-instruit est décidément pire que l'ignorance !;rene_chiche;290;0;D;0;0;0;1;0;0
RT @FCOUILBAULT1: Chaque jour de nouvelles révélations sur l’étude du #Lancet qui s’avère totalement bidon. Les labos font tout pour discréditer la #chloroquine afin de favoriser de futurs traitements et vaccins couteux.  Mais le pire c’est la précipitation de #Veran pour l'interdire.;FCOUILBAULT1;124;0;D;1;1;0;0;0;0
"RT @medicalfollower: ???? Coronavirus, OMS ""contre"" la chloroquine. Dt Savarino chercheur italien : ""L'étude Lancet n'a pas la force d'un essai clinique"" - la décision est politique et non scientifique  https://www.ilfattoquotidiano.it/2020/05/26/coronavirus-loms-contro-la-clorochina-il-ricercatore-lo-studio-di-lancet-non-ha-la-forza-di-una-sperimentazione-clinica/5814263/";medicalfollower;288;1;D;0;0;0;0;0;0
RT @Valeurs: ?? En réponse à l’interdiction de prescription d’hydroxychloroquine, décidée d'après les conclusions de @TheLancet, @raoult_didier a publié sa propre étude, menée sur les 3 737 patients traités à @IHU_Marseille. ???? #Chloroquine #DidierRaoult #COVID?19 https://www.valeursactuelles.com/societe/chloroquine-lache-par-le-gouvernement-didier-raoult-publie-sa-propre-etude-119795;Valeurs;288;0;D;0;0;0;0;0;0
RT @jmAlric11: Plusieurs pays (#Espagne #Angleterre #Australie) pas convaincus par l’étude publiée dans le #Lancet ??De nombreux médecins doutent de la véracité des chiffres publiés et la revue demande a son auteur de justifier ses chiffres??Manipulation? Scandale ! https://www.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19;jmAlric11;286;0;D;1;0;0;0;0;0
RT @RFI: Hydroxychloroquine: trois des auteurs de l'étude du Lancet se rétractent et demandent la rétractation de l'article https://rfi.my/60cD.t https://twitter.com/RFI/status/1268626589111050240/photo/1;RFI;286;0;D;0;0;0;0;0;0
RT @Olivier_Monteil: Et c'est sur la foi de cette escroquerie du Lancet que le ministre de la santé a décidé, en à peine 48h, de faire interdire totalement l'Hydroxychloroquine en France. Je savais qu'on était gouverné par des incompétents et des truands, mais là... Grand merci à André Bercoff. https://twitter.com/boutaour/status/1265389983084548097;Olivier_Monteil;85;1;D;1;0;0;0;0;0
RT @LorentzMathias: #Veran est en #PLS??  #TheLancet a émis une mise en garde vis-à-vis de l’étude publiée qui a poussé la #Macronie à interdire l’#Hydroxychloroquine??  Une démarche relativement rare et qui précède souvent le retrait pur et simple de l’article mis en cause?? https://www.lemonde.fr/planete/article/2020/06/03/hydroxychloroquine-le-journal-the-lancet-met-en-garde-contre-une-etude-publiee-dans-ses-colonnes_6041583_3244.html;LorentzMathias;285;0;D;1;0;0;0;0;0
"RT @YanisJGR: Dans leur article du NEJM, les auteurs du Lancet et Surgisphere détaillent leurs sources de données par hôpitaux. 5 hôpitaux français sont inclus, 107 patients. Dans leurs résultats, ils détaillent les patients par ""race ou ethnie"". https://twitter.com/YanisJGR/status/1266309046921056258/photo/1";YanisJGR;284;1;D;0;0;0;0;0;0
RT @OSTERElizabeth1: Il est clair que #The Lancet a été utilisé  pour  propager des Fakenews contre le protocole du prof. #Raoult en publiant une étude bidonnée sur la prétendue dangerosité de la #chloroquine! Rappelons que les médias  mainstream ont propagé  sans vergogne ce gros fake! Shame on you https://twitter.com/AudreyAndCoLCI/status/1268108857861160960;OSTERElizabeth1;74;0;D;0;0;0;0;0;0
RT @lepetitmarseil8: ??Le professeur frustré en charge du premier essai d'hydroxychloroquine en France regrette qu'il n'y ait pas de réponse sur le mérite du HCQ.   Il trouve la fameuse étude Lancet si défectueuse qu'elle n'aurait jamais dû être publiée.   https://www.midilibre.fr/2020/05/27/professeur-jacques-reynes-on-naura-pas-de-reponse-sur-linteret-de-lhydroxychloroquine,8905173.php;lepetitmarseil8;282;0;N;0;0;0;0;0;0
RT @dupontaignan: ?? Incroyable retournement de situation sur l'étude de The Lancet ! Alors qu'Olivier Véran s'en est servi pour interdire la chloroquine, la revue scientifique reconnait que son étude...est fausse ! Olivier Véran n'est plus digne de la confiance des Français, il doit démissionner. https://twitter.com/dupontaignan/status/1268957062245089288/video/1;dupontaignan;282;0;D;1;0;0;1;0;0
RT @Reveident: En fait, cette étude du Lancet, faite de biais et cousue de fils blancs dorés aux conflits d'intérêt, par son aspect volontairement mensonger, donne raison au Professeur @raoult_didier, qui a agi comme médecin et non comme un corrompu cynique.;Reveident;281;0;D;0;0;0;1;0;0
RT @sonjoachim: Macron met habilement en scène l’attaque du système contre @raoult_didier en envoyant contre lui ses ministres et autres scientifiques de bas étage armés d’un article du @TheLancet acheté & médiocre, tout en ayant soigneusement affiché son soutien officiellement et officieusement;sonjoachim;281;0;D;1;0;0;0;0;0
RT @medicalfollower: ???? #LancetGate Le scandale continue... Maintenant les morts ressuscitent ! https://twitter.com/jadorelanight/status/1267454155473518592;medicalfollower;281;0;D;0;0;0;0;0;0
"RT @silvano_trotta: Le fameux professeur Mandeep R. Mehra qui a compulsé l'étude honteuse du Lancet, a participé à une journée à Barcelone où GILEAD (firme pharmaceutique opposée à l'HDC) a organisé une session ""scientifique"" pour expliquer comment lutter contre le Covid ...  https://asscat-hepatitis.org/ca/coronavirus-gilead-i-seimc-formen-a-mes-de-8-000-professionals/";silvano_trotta;280;0;D;0;1;0;1;0;1
RT @fignon_laurent: #JamaisSansMonMasque  #Covid_19  Le ministre de la santé ?@olivierveran? demande des explications à la revue « The Lancet ». Il devrait aussi demander des explications à son staff et au HCSP quant à leur incapacité à analyser correctement cet... https://www.bloomberg.com/news/articles/2020-06-03/france-seeks-answers-on-lancet-s-hydroxychloroquine-study;fignon_laurent;280;0;D;1;0;0;0;0;0
RT @Angry_Dog71: Record battu ! 1?? Une étude #Lancet publiée le 21 Mai 2?? Le buzz médiatique parfaitement SYNCHRONISÉ le 22 Mai 3?? Véran parle d’interdire l’#hydroxychroloquine le 23 Mai  PERSONNE pour contredire l’étude  PERSONNE pour vérifier qui l’a financé  À grosse commission, gros moyens;Angry_Dog71;278;0;D;1;0;0;0;0;0
RT @FredericSays: Le ministre de la Santé Olivier Véran demande des explications à la revue The Lancet, après la diffusion d'une étude contestée sur l'hydroxychloroquine. https://www.bloomberg.com/amp/news/articles/2020-06-03/france-seeks-answers-on-lancet-s-hydroxychloroquine-study?__twitter_impression=true;FredericSays;277;0;N;1;0;0;1;0;0
RT @ViolaineGuerin: Publication du Lancet de Mehra et al. Quelques minutes de commentaires.D'autres choses importantes à dire sur cette publication qui parle de l'#hydroxychloroquine dans #COVID?19- A suivre+merci aux media de FAIRE DECLINER LIENS D'INTERET AUX COMMENTATEURS https://www.youtube.com/watch?v=VGi_bG8-vVU&feature=youtu.be;ViolaineGuerin;272;0;D;0;0;0;1;0;0
RT @FCOUILBAULT1: Chaque jour de nouvelles révélations sur l’étude du #Lancet qui s’avère totalement bidon. Les labos font tout pour discréditer la #chloroquine afin de favoriser de futurs traitements et vaccins couteux.  Mais le pire c’est la précipitation de #Veran pour l'interdire. https://twitter.com/CNEWS/status/1266055034376241153;FCOUILBAULT1;124;0;D;1;1;0;0;0;0
RT @andrebercoff: Demain , de midi à 14h sur @SudRadio , on repart à l’attaque. #BlackLivesMatter : all lives matter. La gigantesque farce du #LancetGate démontée par ses propres auteurs. #Hydroxycloroquine  partout , sauf évidemment en #France. Et je reçois le député très indépendant @sonjoachim.;andrebercoff;272;0;D;0;0;1;0;0;0
RT @mormach: Les adversaires de #Raoult se sont sentis confortés par la publication de l'étude de @TheLancet... et en ont profité pour enfoncer le professeur Marseillais... Il est maintenant avéré que cette étude est totalement bidonnée et désavouée par ses auteurs eux-mêmes! https://twitter.com/mormach/status/1268809620191133696/video/1;mormach;271;0;D;0;0;0;0;0;0
RT @aragon_jb: L'étude Lancet #HCL, ça craint ! - auteurs : 4 cardiologues  - Conflits d'intérêts - Hautes doses  - 3000 cardiaques  - Résultat confondu avec indication (besoin de ventilation mécanique) - Groupe contrôle élargi à patients non traités - Données bizarres, hôpitaux inconnus;aragon_jb;269;1;D;0;0;0;0;0;0
RT @dominiquejamet: Hydroxychloroquine: de plus en plus difficile d’y voir clair. Entre la vérité selon Gilead et la vérité selon Sanofi, où est la vérité? Une certitude: Olivier Véran s’est rué sur la publication de « The Lancet »comme la vérole sur le bas clergé;dominiquejamet;268;0;D;0;1;0;0;0;0
RT @YvesPDB: The Lancet sur la sellette - Nos Lendemains http://noslendemains.fr/the-lancet-sur-la-sellette/;YvesPDB;266;0;D;0;0;0;0;0;0
RT @biobiobiobior: ?? Monde, 2 Juin : “L’entreprise Surgisphère (Étude The Lancet) est une entreprise fantôme” (Pr Froguel BFMTV) #chloroquine #HydroxyChloroquine #Véran #France #LancetGate #Urgent https://twitter.com/boutaour/status/1267906233136295937/video/1;biobiobiobior;266;0;D;1;0;0;0;0;0
RT @AlertesInfosUSA: ??Pr @FredericAdnet sur l'étude controversée @TheLancet : «C'est tout bonnement incompréhensible qu'#OMS & @ANSM aient interdit les essais cliniques sur l'#hydroxychloroquine alors que c'est eux qui donneraient la vraie réponse. Nous, chercheurs, cliniciens, on ne comprend pas !» https://twitter.com/AlertesInfosUSA/status/1266440219345256449/video/1;AlertesInfosUSA;265;0;N;1;0;0;0;0;0
RT @Olivier_Monteil: Et c'est sur la foi de cette escroquerie du Lancet que le ministre de la santé a décidé, en à peine 48h, de faire interdire totalement l'Hydroxychloroquine en France. Je savais qu'on était gouverné par des incompétents et des truands, mais là... Grand merci à André Bercoff.;Olivier_Monteil;85;1;D;1;0;0;0;0;0
RT @OSTERElizabeth1: 50% des études du Lancet peuvent  aller  directement à la poubelle ! C'est le Dr Richard Horton, rédacteur en chef du Lancet, lui-même qui le dit! Alors qui a intérêt à faire publier des études  bidon ? https://twitter.com/medicalfollower/status/1264315976767746048;OSTERElizabeth1;263;0;D;0;0;0;0;0;0
RT @CorinneReverbel: ??Pr Reynes Montpellier Le problème, c'est que le fameux article du Lancet présente beaucoup de biais et d'imprécisions. Je suis effaré de la publicité donnée à un article qui n'aurait jamais dû être publié dans une revue aussi prestigieuse que Lancet https://www.midilibre.fr/amp/2020/05/27/professeur-jacques-reynes-on-naura-pas-de-reponse-sur-linteret-de-lhydroxychloroquine,8905173.php;CorinneReverbel;262;0;D;0;0;0;0;0;0
RT @ch_coulon: Toute la lumière doit être faite sur les erreurs de The Lancet concernant la chloroquine :une arnaque, apparemment, immédiatement utilisée par #Veran;ch_coulon;262;0;D;1;0;0;0;0;0
"RT @paladin_2: Bon maintenant qu'on sait que "" l'étude sérieuse "" de #Lancet était pas vraiment une étude et pas vraiment sérieuse... que vont trouver les anti Raoult pour interdire l'#Hydroxychloroquine ???";paladin_2;261;0;D;0;0;0;1;0;0
"RT @jwaintraub: ""Un détail qui mérite d'être noté"" @Verhaeghe https://lecourrierdesstrateges.fr/2020/05/24/hydroxychloroquine-les-auteurs-de-letude-publiee-par-le-lancet-ont-tous-un-conflit-dinteret/";jwaintraub;261;0;D;0;0;0;0;0;0
RT @TroncheBiais: On nous demande tous les jours notre avis sur l'affaire de l'étude rétractée dans The Lancet.  (Rappel : on a mis des semaines avant de réagir aux travaux de Raoult.)  L'affaire du Lancet, c'est sérieux : ça montre l'importance de la vigilance collective des scientifiques.  M. https://twitter.com/TroncheBiais/status/1270297525707329536/photo/1;TroncheBiais;260;0;D;0;0;0;1;1;1
RT @sonjoachim: On est probablement face à un scandale mondial sur la corruption du système médico-scientifique avec cette étude du Lancet. Des milliards de vies sont instrumentalisées.;sonjoachim;256;0;D;0;1;0;0;0;0
RT @DominiqueLUNEL: ??l étude du Lancet de plus en plus contestée ainsi que OMS ( Australie, Espagne , Maroc et ++++) à suivre cela pourrait devenir une énorme épine dans le pied du gouvernement qui s est appuyé dessus et un carnage politique si cela est avéré;DominiqueLUNEL;255;0;D;1;0;0;0;0;1
RT @BragueDe: Masques et gestes barrières reconnus inutiles, confinement reconnu dangereux, fiabilité de l’étude du Lancet remise en cause : la narration autour du C-19 s’effondre. Il ne faudrait surtout pas que l’opinion publique demande des comptes ou veuille reprendre la lutte sociale...;BragueDe;255;0;D;0;0;0;0;0;0
